	20-sep-2015	Sample_Alias	alias	collection_date	collection_date date	depth	description	ena checklist	environment (biome)	environment (feature)	environment (material)	environmental package	event date	event date/time	event date/time date	event label	event time	geographic location (country and/or sea)	insdc center alias	insdc center name	insdc status	last update date	last update date date	latitude	longitude	marine region	nitrate sensor	oxygen sensor	protocol label	salinity	sample collection device	sample site	sampling campaign	sampling platform	sampling site	sampling station	sequencing method	size fraction lower threshold	sra accession	temperature	title
0		SAMEA104347471	KD177_170407			-999		ERC000027	marine biome	marine water body		water	2017-10-11				23:04:14		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			-999	-999	Arctic Ocean			NPL022	-999			GEOTRACES ARCTIC 2015	CGC Healy					ERS1972449	-999	
1		SAMEA104347470	KD177_170322			-999		ERC000027	marine biome	marine water body		water	2017-10-11				23:04:14		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			-999	-999	Arctic Ocean			NPL022	-999			GEOTRACES ARCTIC 2015	CGC Healy					ERS1972448	-999	
2		SAMEA104347469	KD134_170407			1	Station 66 seawater, depth 1m	ERC000027	marine biome	marine water body	seawater	water	2017-10-11				23:04:14		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			72.02705	-162.5408	Arctic Ocean			NPL022	-999			GEOTRACES ARCTIC 2015	CGC Healy	66				ERS1972447	-999	Station 66 seawater, depth 1m
3		SAMEA104347468	KD134_170322			1	Station 66 seawater, depth 1m	ERC000027	marine biome	marine water body	seawater	water	2017-10-11				23:04:14		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			72.02705	-162.5408	Arctic Ocean			NPL022	-999			GEOTRACES ARCTIC 2015	CGC Healy	66				ERS1972446	-999	Station 66 seawater, depth 1m
4		SAMEA104347467	KD126_170407			336.2	Station 60 seawater, depth 336.2m	ERC000027	marine biome	marine water body	seawater	water	2017-10-11				23:04:14		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			72.9997	-158.7448	Arctic Ocean			NPL022	34.8129			GEOTRACES ARCTIC 2015	CGC Healy	60				ERS1972445	0.6785	Station 60 seawater, depth 336.2m
5		SAMEA104347466	KD126_170322			336.2	Station 60 seawater, depth 336.2m	ERC000027	marine biome	marine water body	seawater	water	2017-10-11				23:04:14		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			72.9997	-158.7448	Arctic Ocean			NPL022	34.8129			GEOTRACES ARCTIC 2015	CGC Healy	60				ERS1972444	0.6785	Station 60 seawater, depth 336.2m
6		SAMEA104347465	KD125_170407			36.6	Station 60 seawater, depth 36.6m	ERC000027	marine biome	marine water body	seawater	water	2017-10-11				23:04:14		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			72.9997	-158.7448	Arctic Ocean			NPL022	30.081			GEOTRACES ARCTIC 2015	CGC Healy	60				ERS1972443	-0.8518	Station 60 seawater, depth 36.6m
7		SAMEA104347464	KD125_170322			36.6	Station 60 seawater, depth 36.6m	ERC000027	marine biome	marine water body	seawater	water	2017-10-11				23:04:14		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			72.9997	-158.7448	Arctic Ocean			NPL022	30.081			GEOTRACES ARCTIC 2015	CGC Healy	60				ERS1972442	-0.8518	Station 60 seawater, depth 36.6m
8		SAMEA104347463	KD116_170407			110.9	Station 60 seawater, depth 110.9m	ERC000027	marine biome	marine water body	seawater	water	2017-10-11				23:04:14		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			72.9997	-158.7448	Arctic Ocean			NPL022	32.4233			GEOTRACES ARCTIC 2015	CGC Healy	60				ERS1972441	-1.3887	Station 60 seawater, depth 110.9m
9		SAMEA104347462	KD116_170322			110.9	Station 60 seawater, depth 110.9m	ERC000027	marine biome	marine water body	seawater	water	2017-10-11				23:04:14		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			72.9997	-158.7448	Arctic Ocean			NPL022	32.4233			GEOTRACES ARCTIC 2015	CGC Healy	60				ERS1972440	-1.3887	Station 60 seawater, depth 110.9m
10		SAMEA104347461	KD109_170407			40.3	Station 54 seawater, depth 40.3m	ERC000027	marine biome	marine water body	seawater	water	2017-10-11				23:04:14		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			76.5011	-149.5091	Arctic Ocean			NPL022	29.0736			GEOTRACES ARCTIC 2015	CGC Healy	54				ERS1972439	-1.0737	Station 54 seawater, depth 40.3m
11		SAMEA104347460	KD109_170322			40.3	Station 54 seawater, depth 40.3m	ERC000027	marine biome	marine water body	seawater	water	2017-10-11				23:04:14		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			76.5011	-149.5091	Arctic Ocean			NPL022	29.0736			GEOTRACES ARCTIC 2015	CGC Healy	54				ERS1972438	-1.0737	Station 54 seawater, depth 40.3m
12		SAMEA104347459	KD108.12012_170407			19.7	Station 54 seawater, depth 19.7m	ERC000027	marine biome	marine water body	seawater	water	2017-10-11				23:04:14		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			76.5011	-149.5091	Arctic Ocean			NPL022	26.3739			GEOTRACES ARCTIC 2015	CGC Healy	54				ERS1972437	-1.2163	Station 54 seawater, depth 19.7m
13		SAMEA104347458	KD108.12012_170322			19.7	Station 54 seawater, depth 19.7m	ERC000027	marine biome	marine water body	seawater	water	2017-10-11				23:04:14		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			76.5011	-149.5091	Arctic Ocean			NPL022	26.3739			GEOTRACES ARCTIC 2015	CGC Healy	54				ERS1972436	-1.2163	Station 54 seawater, depth 19.7m
14		SAMEA104347457	KD108.12005_170407			60.7	Station 54 seawater, depth 60.7m	ERC000027	marine biome	marine water body	seawater	water	2017-10-11				23:04:14		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			76.5011	-149.5091	Arctic Ocean			NPL022	30.5861			GEOTRACES ARCTIC 2015	CGC Healy	54				ERS1972435	-0.2635	Station 54 seawater, depth 60.7m
15		SAMEA104347456	KD108.12005_170322			60.7	Station 54 seawater, depth 60.7m	ERC000027	marine biome	marine water body	seawater	water	2017-10-11				23:04:14		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			76.5011	-149.5091	Arctic Ocean			NPL022	30.5861			GEOTRACES ARCTIC 2015	CGC Healy	54				ERS1972434	-0.2635	Station 54 seawater, depth 60.7m
16		SAMEA104347455	KD107_170407			1	Station 54 seawater, depth 1m	ERC000027	marine biome	marine water body	seawater	water	2017-10-11				23:04:14		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			76.5011	-149.5091	Arctic Ocean			NPL022	32.7823			GEOTRACES ARCTIC 2015	CGC Healy	54				ERS1972433	-1.2598	Station 54 seawater, depth 1m
17		SAMEA104347454	KD107_170322			1	Station 54 seawater, depth 1m	ERC000027	marine biome	marine water body	seawater	water	2017-10-11				23:04:14		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			76.5011	-149.5091	Arctic Ocean			NPL022	32.7823			GEOTRACES ARCTIC 2015	CGC Healy	54				ERS1972432	-1.2598	Station 54 seawater, depth 1m
18		SAMEA104347453	KD105_170407			40.7	Station 53 seawater, depth 40.7m	ERC000027	marine biome	marine water body	seawater	water	2017-10-11				23:04:14		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			77.0066	-148.8366	Arctic Ocean			NPL022	29.2444			GEOTRACES ARCTIC 2015	CGC Healy	53				ERS1972431	-0.6026	Station 53 seawater, depth 40.7m
19		SAMEA104347452	KD105_170322			40.7	Station 53 seawater, depth 40.7m	ERC000027	marine biome	marine water body	seawater	water	2017-10-11				23:04:14		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			77.0066	-148.8366	Arctic Ocean			NPL022	29.2444			GEOTRACES ARCTIC 2015	CGC Healy	53				ERS1972430	-0.6026	Station 53 seawater, depth 40.7m
20		SAMEA104347451	KD104_170407			65.4	Station 53 seawater, depth 65.4m	ERC000027	marine biome	marine water body	seawater	water	2017-10-11				23:04:14		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			77.0066	-148.8366	Arctic Ocean			NPL022	31.2036			GEOTRACES ARCTIC 2015	CGC Healy	53				ERS1972429	-0.1424	Station 53 seawater, depth 65.4m
21		SAMEA104347450	KD104_170322			65.4	Station 53 seawater, depth 65.4m	ERC000027	marine biome	marine water body	seawater	water	2017-10-11				23:04:14		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			77.0066	-148.8366	Arctic Ocean			NPL022	31.2036			GEOTRACES ARCTIC 2015	CGC Healy	53				ERS1972428	-0.1424	Station 53 seawater, depth 65.4m
22		SAMEA104347449	KD103_170407			20.3	Station 53 seawater, depth 20.3m	ERC000027	marine biome	marine water body	seawater	water	2017-10-11				23:04:14		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			77.0066	-148.8366	Arctic Ocean			NPL022	28.1046			GEOTRACES ARCTIC 2015	CGC Healy	53				ERS1972427	-0.5762	Station 53 seawater, depth 20.3m
23		SAMEA104347448	KD103_170322			20.3	Station 53 seawater, depth 20.3m	ERC000027	marine biome	marine water body	seawater	water	2017-10-11				23:04:14		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			77.0066	-148.8366	Arctic Ocean			NPL022	28.1046			GEOTRACES ARCTIC 2015	CGC Healy	53				ERS1972426	-0.5762	Station 53 seawater, depth 20.3m
24		SAMEA104347447	KD101_170407			1	Station 52 seawater, depth 1m	ERC000027	marine biome	marine water body	seawater	water	2017-10-11				23:04:14		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			77.4476	-147.8711	Arctic Ocean			NPL022	35.2157			GEOTRACES ARCTIC 2015	CGC Healy	52				ERS1972425	0.5837	Station 52 seawater, depth 1m
25		SAMEA104347446	KD101_170322			1	Station 52 seawater, depth 1m	ERC000027	marine biome	marine water body	seawater	water	2017-10-11				23:04:14		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			77.4476	-147.8711	Arctic Ocean			NPL022	35.2157			GEOTRACES ARCTIC 2015	CGC Healy	52				ERS1972424	0.5837	Station 52 seawater, depth 1m
26		SAMEA104347445	KD097_170407			1	Station 51 seawater, depth 1m	ERC000027	marine biome	marine water body	seawater	water	2017-10-11				23:04:14		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			78.1655	-147.8611	Arctic Ocean			NPL022	27.7279			GEOTRACES ARCTIC 2015	CGC Healy	51				ERS1972423	-1.48	Station 51 seawater, depth 1m
27		SAMEA104347444	KD097_170322			1	Station 51 seawater, depth 1m	ERC000027	marine biome	marine water body	seawater	water	2017-10-11				23:04:14		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			78.1655	-147.8611	Arctic Ocean			NPL022	27.7279			GEOTRACES ARCTIC 2015	CGC Healy	51				ERS1972422	-1.48	Station 51 seawater, depth 1m
28		SAMEA104347443	KD091_170407			0.1	Station 46 sea ice, depth 0.1m	ERC000027	marine biome	marine water body	sea ice	water	2017-10-18				16:26:01		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			82.50385	-149.7905	Arctic Ocean			NPL022	-999			GEOTRACES ARCTIC 2015	CGC Healy	46				ERS1972421	-999	Station 46 sea ice, depth 0.1m
29		SAMEA104347442	KD091_170322			0.1	Station 46 sea ice, depth 0.1m	ERC000027	marine biome	marine water body	sea ice	water	2017-10-11				23:04:13		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			82.50385	-149.7905	Arctic Ocean			NPL022	-999			GEOTRACES ARCTIC 2015	CGC Healy	46				ERS1972420	-999	Station 46 sea ice, depth 0.1m
30		SAMEA104347441	KD090_170407			0.3	Station 46 sea ice, depth 0.3m	ERC000027	marine biome	marine water body	sea ice	water	2017-10-11				23:04:13		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			82.50385	-149.7905	Arctic Ocean			NPL022	-999			GEOTRACES ARCTIC 2015	CGC Healy	46				ERS1972419	-999	Station 46 sea ice, depth 0.3m
31		SAMEA104347440	KD090_170322			0.3	Station 46 sea ice, depth 0.3m	ERC000027	marine biome	marine water body	sea ice	water	2017-10-11				23:04:13		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			82.50385	-149.7905	Arctic Ocean			NPL022	-999			GEOTRACES ARCTIC 2015	CGC Healy	46				ERS1972418	-999	Station 46 sea ice, depth 0.3m
32		SAMEA104347439	KD089_170407			0.5	Station 46 sea ice, depth 0.5m	ERC000027	marine biome	marine water body	sea ice	water	2017-10-11				23:04:13		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			82.50385	-149.7905	Arctic Ocean			NPL022	-999			GEOTRACES ARCTIC 2015	CGC Healy	46				ERS1972417	-999	Station 46 sea ice, depth 0.5m
33		SAMEA104347438	KD089_170322			0.5	Station 46 sea ice, depth 0.5m	ERC000027	marine biome	marine water body	sea ice	water	2017-10-11				23:04:13		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			82.50385	-149.7905	Arctic Ocean			NPL022	-999			GEOTRACES ARCTIC 2015	CGC Healy	46				ERS1972416	-999	Station 46 sea ice, depth 0.5m
34		SAMEA104347437	KD088_170407			0.7	Station 46 sea ice, depth 0.7m	ERC000027	marine biome	marine water body	sea ice	water	2017-10-11				23:04:13		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			82.50385	-149.7905	Arctic Ocean			NPL022	-999			GEOTRACES ARCTIC 2015	CGC Healy	46				ERS1972415	-999	Station 46 sea ice, depth 0.7m
35		SAMEA104347436	KD088_170322			0.7	Station 46 sea ice, depth 0.7m	ERC000027	marine biome	marine water body	sea ice	water	2017-10-11				23:04:13		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			82.50385	-149.7905	Arctic Ocean			NPL022	-999			GEOTRACES ARCTIC 2015	CGC Healy	46				ERS1972414	-999	Station 46 sea ice, depth 0.7m
36		SAMEA104347435	KD085_170407			5	Station 46 seawater, depth 5m	ERC000027	marine biome	marine water body	seawater	water	2017-10-11				23:04:13		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			82.50385	-149.7905	Arctic Ocean			NPL022	-999			GEOTRACES ARCTIC 2015	CGC Healy	46				ERS1972413	-999	Station 46 seawater, depth 5m
37		SAMEA104347434	KD085_170322			5	Station 46 seawater, depth 5m	ERC000027	marine biome	marine water body	seawater	water	2017-10-11				23:04:13		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			82.50385	-149.7905	Arctic Ocean			NPL022	-999			GEOTRACES ARCTIC 2015	CGC Healy	46				ERS1972412	-999	Station 46 seawater, depth 5m
38		SAMEA104347433	KD084_170407			1	Station 46 seawater, depth 1m	ERC000027	marine biome	marine water body	seawater	water	2017-10-11				23:04:13		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			82.50385	-149.7905	Arctic Ocean			NPL022	-999			GEOTRACES ARCTIC 2015	CGC Healy	46				ERS1972411	-999	Station 46 seawater, depth 1m
39		SAMEA104347432	KD084_170322			1	Station 46 seawater, depth 1m	ERC000027	marine biome	marine water body	seawater	water	2017-10-11				23:04:13		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			82.50385	-149.7905	Arctic Ocean			NPL022	-999			GEOTRACES ARCTIC 2015	CGC Healy	46				ERS1972410	-999	Station 46 seawater, depth 1m
40		SAMEA104347431	KD083_170407			0	Station 46 melt pond, depth 0m	ERC000027	marine biome	marine water body	melt pond	water	2017-10-11				23:04:13		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			82.50385	-149.7905	Arctic Ocean			NPL022	-999			GEOTRACES ARCTIC 2015	CGC Healy	46				ERS1972409	-999	Station 46 melt pond, depth 0m
41		SAMEA104347430	KD083_170322			0	Station 46 melt pond, depth 0m	ERC000027	marine biome	marine water body	melt pond	water	2017-10-11				23:04:13		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			82.50385	-149.7905	Arctic Ocean			NPL022	-999			GEOTRACES ARCTIC 2015	CGC Healy	46				ERS1972408	-999	Station 46 melt pond, depth 0m
42		SAMEA104347429	KD060A_170407			0.5	Station 43 sea ice, depth 0.5m	ERC000027	marine biome	marine water body	sea ice	water	2017-10-11				23:04:13		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			85.16033333	-149.9722667	Arctic Ocean			NPL022	-999			GEOTRACES ARCTIC 2015	CGC Healy	43				ERS1972407	-999	Station 43 sea ice, depth 0.5m
43		SAMEA104347428	KD060A_170322			0.5	Station 43 sea ice, depth 0.5m	ERC000027	marine biome	marine water body	sea ice	water	2017-10-11				23:04:13		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			85.16033333	-149.9722667	Arctic Ocean			NPL022	-999			GEOTRACES ARCTIC 2015	CGC Healy	43				ERS1972406	-999	Station 43 sea ice, depth 0.5m
44		SAMEA104347427	KD058_170407			1.3	Station 43 sea ice, depth 1.3m	ERC000027	marine biome	marine water body	sea ice	water	2017-10-11				23:04:13		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			85.16033333	-149.9722667	Arctic Ocean			NPL022	-999			GEOTRACES ARCTIC 2015	CGC Healy	43				ERS1972405	-999	Station 43 sea ice, depth 1.3m
45		SAMEA104347426	KD058_170322			1.3	Station 43 sea ice, depth 1.3m	ERC000027	marine biome	marine water body	sea ice	water	2017-10-11				23:04:13		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			85.16033333	-149.9722667	Arctic Ocean			NPL022	-999			GEOTRACES ARCTIC 2015	CGC Healy	43				ERS1972404	-999	Station 43 sea ice, depth 1.3m
46		SAMEA104347425	KD057_170407			1.5	Station 43 sea ice, depth 1.5m	ERC000027	marine biome	marine water body	sea ice	water	2017-10-11				23:04:13		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			85.16033333	-149.9722667	Arctic Ocean			NPL022	-999			GEOTRACES ARCTIC 2015	CGC Healy	43				ERS1972403	-999	Station 43 sea ice, depth 1.5m
47		SAMEA104347424	KD057_170322			1.5	Station 43 sea ice, depth 1.5m	ERC000027	marine biome	marine water body	sea ice	water	2017-10-11				23:04:13		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			85.16033333	-149.9722667	Arctic Ocean			NPL022	-999			GEOTRACES ARCTIC 2015	CGC Healy	43				ERS1972402	-999	Station 43 sea ice, depth 1.5m
48		SAMEA104347423	KD056_170407			0.7	Station 43 sea ice, depth 0.7m	ERC000027	marine biome	marine water body	sea ice	water	2017-10-11				23:04:13		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			85.16033333	-149.9722667	Arctic Ocean			NPL022	-999			GEOTRACES ARCTIC 2015	CGC Healy	43				ERS1972401	-999	Station 43 sea ice, depth 0.7m
49		SAMEA104347422	KD056_170322			0.7	Station 43 sea ice, depth 0.7m	ERC000027	marine biome	marine water body	sea ice	water	2017-10-11				23:04:13		UNIVERSITY OF ALASKA FAIRBANKS	UNIVERSITY OF ALASKA FAIRBANKS	public			85.16033333	-149.9722667	Arctic Ocean			NPL022	-999			GEOTRACES ARCTIC 2015	CGC Healy	43				ERS1972400	-999	Station 43 sea ice, depth 0.7m
